time_s,current_nA,label
1.4,-0.011366030744058,0
1.41,0.6992493568301303,0
1.42,-0.6751954087299014,0
1.43,-0.0643987973882987,0
1.44,0.1284154124061503,0
1.45,0.4546127820008973,0
1.46,-0.5388635421689755,0
1.47,-0.8316601098470324,0
1.48,0.0763249950754835,0
1.49,0.1835661501157448,0
1.5,0.185660250066199,0
1.51,0.2373257253540123,0
1.52,-0.2963485417974583,0
1.53,0.0560956119357401,0
1.54,0.176637130298759,0
1.55,-0.3296738444693127,0
1.56,0.9177986539588624,0
1.57,0.4884512087531007,0
1.58,-0.5055870883739869,0
1.59,0.2299946449342923,0
1.6,-0.4547578091629181,0
1.61,0.3122989837410445,0
1.62,0.70194818983014,0
1.63,-0.2546323479542285,0
1.64,0.4563387884600495,0
1.65,0.3409125704635843,0
1.66,0.5300539469790437,0
1.67,1.1497146882731053,0
1.68,0.1638853387807635,0
1.69,-0.3532429077053913,0
1.7,-0.5547893517457457,0
1.71,-0.565883587016587,0
1.72,-0.1752264968026212,0
1.73,0.1452149108664081,0
1.74,0.1910397376154769,0
1.75,0.4956948760803749,0
1.76,0.1383207389570015,0
1.77,0.8161536319196925,0
1.78,0.0706570139218396,0
1.79,1.473850115515666,0
1.8,0.7092947388366861,0
1.81,-0.2714582642415839,0
1.82,-0.6304255851722124,0
1.83,0.1070964058651318,0
1.84,-0.0844161370381572,0
1.85,0.3669802402868692,0
1.86,0.3516569367794095,0
1.87,0.0570687591112889,0
1.88,-0.4286994903532908,0
1.89,-0.9058612631455956,0
1.9,-0.4561848521437234,0
1.91,0.350123998081799,0
1.92,0.2096934564248994,0
1.93,-0.6027840987733964,0
1.94,-0.0502364862640597,0
1.95,0.2009128450486457,0
1.96,-0.4121378034098532,0
1.97,-0.0128089336523167,0
1.98,0.0361997379036682,0
1.99,-0.5911759216045195,0
2.0,0.0512287495384556,0
2.01,0.3199753457819192,0
2.02,0.665329699396169,0
2.03,0.7361343512204982,0
2.04,-0.5409663429839123,0
2.05,-0.6259666397731224,0
2.06,0.126524838813589,0
2.07,0.3140246861801913,0
2.08,0.3616138479327813,0
2.09,2.150987564512288,0
2.1,0.8506773967399465,0
2.11,0.8263515211251516,0
2.12,0.7236231713364994,0
2.13,0.5368326062575638,0
2.14,-0.0246035115486486,0
2.15,0.407149538211469,0
2.16,-0.3006043994591154,0
2.17,-0.1920582224950046,0
2.18,-0.2972383421041558,0
2.19,-0.0214170638082178,0
2.2,1.2366168458047877,0
2.21,-0.6758540599579731,0
2.22,0.2059126532025931,0
2.23,-0.7978891065352256,0
2.24,-0.4412896358756437,0
2.25,0.479127361285255,0
2.26,0.1636007069898913,0
2.27,-0.5234071152852404,0
2.28,-0.5021041850429313,0
2.29,0.2460979424135513,0
2.3000000000000003,-0.3176649510093187,0
2.31,0.0456543448060815,0
2.32,0.0455232072388256,0
2.33,-0.3257360662827263,0
2.34,1.0702172062311404,0
2.35,0.6151062534480515,0
2.36,-0.9146731733696288,0
2.37,-0.1193225669388266,0
2.38,-0.3721607559398348,0
2.39,0.3710472956201484,0
2.4,-0.3191044162219312,0
2.41,-0.1306561043740274,0
2.42,0.2465229106287305,0
2.43,0.5329815158011086,0
2.44,-0.4956068240064565,0
2.45,-0.2916452645766261,0
2.46,-0.3154040603819518,0
2.47,-0.4162972503890338,0
2.48,0.8466090435450616,0
2.49,0.4378783178165524,0
2.5,-0.5513942621593596,0
2.51,0.3615887212276591,0
2.52,1.2312057790116917,0
2.53,0.8683534706521132,0
2.54,-0.5812594974681142,0
2.5500000000000003,-0.3923742132515061,0
2.56,0.5874358109491503,0
2.57,-0.2191031727162929,0
2.58,0.1925126726478151,0
2.59,0.4716292797220746,0
2.6,-0.3646923821467816,0
2.61,-0.1118068255522354,0
2.62,-1.7429328672993445,0
2.63,-0.9701056781220782,0
2.64,-0.3658356247005498,0
2.65,-0.7447129564500878,0
2.66,0.6944148850005042,0
2.67,-0.5766780934420127,0
2.68,-0.3671476865499377,0
2.69,-0.0107597469786204,0
2.7,0.7762842431849893,0
2.71,-0.5590884948127358,0
2.72,0.4911833151806861,0
2.73,0.1398172671980084,0
2.74,-0.4761194400890684,0
2.75,0.138712853612035,0
2.76,0.1523830354919601,0
2.77,-0.2698001558858317,0
2.78,-0.0184950858746103,0
2.79,-0.197991766228351,0
2.8000000000000003,0.0228212799666941,0
2.81,0.3702226301163327,0
2.82,0.9491170405353726,0
2.83,-0.4099073213692839,0
2.84,1.04547447015893,0
2.85,-0.7661087775223844,0
2.86,-0.2602378449491425,0
2.87,0.2604025866194403,0
2.88,0.2269432927290464,0
2.89,-0.2626268533601881,0
2.9,-0.1642002380011994,0
2.91,-0.291259357323018,0
2.92,-0.3742991104161349,0
2.93,0.3712836205449144,0
2.94,0.295401740433751,0
2.95,-0.2826486535265652,0
2.96,0.4209482615656567,0
2.97,0.2814688428125073,0
2.98,0.5158710168941254,0
2.99,0.4769355314435509,0
3.0,-0.3095247590076234,0
3.01,-0.3629447881993415,0
3.02,0.3200186266831661,0
3.03,0.4178851163454066,0
3.04,0.1062193800712186,0
3.0500000000000003,0.1019568752137214,0
3.06,0.718853959918933,0
3.0700000000000003,-0.1223137783923805,0
3.08,0.2738176259327197,0
3.09,-0.0261307240845452,0
3.1,-0.1093238877249017,0
3.11,0.5709802090396618,0
3.12,0.5955242591084229,0
3.13,0.5953616446212329,0
3.14,0.8573540119379577,0
3.15,0.2388660712538845,0
3.16,0.4362648809425175,0
3.17,-0.0427352485702117,0
3.18,0.1754147955099878,0
3.19,-0.0119413433994613,0
3.2,0.0622212508534356,0
3.21,0.3460923060620036,0
3.22,-0.3355712254541098,0
3.23,1.044056210384768,0
3.24,-0.2610044099134098,0
3.25,-0.698085981487597,0
3.26,0.4560187229133655,0
3.27,0.5494404307054555,0
3.28,0.483615464502118,0
3.29,0.4694516388729524,0
3.3000000000000003,0.1248148209725344,0
3.31,-0.4326000089212869,0
3.3200000000000003,-0.0537234947610245,0
3.33,-0.3599433387838555,0
3.34,0.4434418227081512,0
3.35,0.0467313614758673,0
3.36,-0.4136972713643984,0
3.37,-0.2603053131254763,0
3.38,0.1691345599006036,0
3.39,-0.243567117809341,0
3.4,-0.4843586112504824,0
3.41,0.0231189087419471,0
3.42,0.1507116526075958,0
3.43,-0.2177665184790516,0
3.44,-0.2907233981893993,0
3.45,0.0654986807116079,0
3.46,-0.7401344091968787,0
3.47,-0.9198687499510434,0
3.48,-0.5978331152620402,0
3.49,-0.2483534407647635,0
3.5,0.1182958706069284,0
3.51,0.8301101467425648,0
3.52,0.6791605694238418,0
3.53,0.0995583656586929,0
3.54,0.0297459478422768,0
3.5500000000000003,-0.511420509564801,0
3.56,-0.1226468043764843,0
3.5700000000000003,-0.1692733419078178,0
3.58,0.1446919351532064,0
3.59,-0.389163322213215,0
3.6,0.1945147947236375,0
3.61,0.8801434776560222,0
3.62,0.177436618345293,0
3.63,0.2736461637139633,0
3.64,0.4513409025294733,0
3.65,-0.0853834057021405,0
3.66,0.1134786912075325,0
3.67,0.050604981936846,0
3.68,0.0802386238682359,0
3.69,-0.3759818527999956,0
3.7,-0.0652875135605986,0
3.71,0.2645771628354434,0
3.72,0.8546687688366873,0
3.73,0.7402940884423375,0
3.74,1.347542390844917,0
3.75,-0.0558886128159382,0
3.76,0.4664766719583588,0
3.77,0.2302045973949487,0
3.78,1.239689652317065,0
3.79,-0.1044915665861642,0
3.8,-0.4572290443164579,0
3.81,-0.4173876793236243,0
3.82,-1.2192369326261034,0
3.83,-0.5685910805422001,0
3.84,-0.5301694597469987,0
3.85,-0.0361672305029792,0
3.86,0.1892823941276999,0
3.87,1.0628167032866516,0
3.88,0.788249365867828,0
3.89,-0.0937061796651545,0
3.9,-0.4853690480204609,0
3.91,0.1571589119820177,0
3.92,-0.647202096033616,0
3.93,0.8301365461851098,0
3.94,0.852290265466327,0
3.95,-0.0200753091394955,0
3.96,-0.9005766645452892,0
3.97,0.5126290999993609,0
3.98,0.0839912667447021,0
3.99,0.6970510117577638,0
4.0,-0.6579117594206444,0
4.01,-0.466709959522122,0
4.0200000000000005,-0.0968868252450334,0
4.03,0.0178372473403927,0
4.04,-0.218134344344866,0
4.05,0.294279906260474,0
4.0600000000000005,-0.4778096042531202,0
4.07,-0.1780666875265708,0
4.08,0.0367947013410548,0
4.09,0.3004470903865572,0
4.1,0.4714052799813216,0
4.11,-0.4636847600690509,0
4.12,-0.9154736682834848,0
4.13,0.4689987105826165,0
4.14,0.3117197191036785,0
4.15,-0.303122482039291,0
4.16,0.7678473372953493,0
4.17,0.2711894535474252,0
4.18,0.7134833270474036,0
4.19,0.2320373743288023,0
4.2,1.1731826280086235,0
4.21,1.2458707954875718,0
4.22,0.1967217342486416,0
4.23,0.5844542583631488,0
4.24,0.5077189370707702,0
4.25,0.8737360526054255,0
4.26,-0.2774180142012865,0
4.2700000000000005,0.3140376089125088,0
4.28,0.6602451238268786,0
4.29,-0.7534001473731384,0
4.3,-0.8003057280050381,0
4.3100000000000005,-1.2678263854319607,0
4.32,-0.4421703880129465,0
4.33,0.2898706006067691,0
4.34,0.8908642057335873,0
4.3500000000000005,0.2805545010108166,0
4.36,0.9558559574236796,0
4.37,-0.4775245825313112,0
4.38,-1.007986387663113,0
4.39,-0.2630299867792481,0
4.4,0.1573604232935982,0
4.41,0.0405603738846602,0
4.42,-1.07217242252872,0
4.43,-0.2967876456158383,0
4.44,-0.7501160127450431,0
4.45,0.1878938630248242,0
4.46,0.2610404083480044,0
4.47,-0.4163766976277972,0
4.48,-0.3588223129245355,0
4.49,-0.6348081795702663,0
4.5,-0.1730731739260891,0
4.51,0.4844281204633506,0
4.5200000000000005,-0.3847355017473114,0
4.53,0.1913717319284565,0
4.54,-0.2153630366286622,0
4.55,-0.4568567873222194,0
4.5600000000000005,-0.1519531730874188,0
4.57,-0.5699910378977314,0
4.58,-0.4179934842295877,0
4.59,-0.7230267232831257,0
4.6000000000000005,0.8849542094509395,0
4.61,0.2594849873146034,0
4.62,-0.288248101382928,0
4.63,0.0614407011128502,0
4.64,-0.0248658117694727,0
4.65,-0.104256128588759,0
4.66,0.3206775361486427,0
4.67,0.5032868435975336,0
4.68,-0.1369291435849365,0
4.69,-0.3210743372657536,0
4.7,-0.2069001132939866,0
4.71,-1.2576941699326292,0
4.72,-1.1013894613284207,0
4.73,0.4725297211587002,0
4.74,1.0141458051492944,0
4.75,0.1409678733762032,0
4.76,0.3623724644898428,0
4.7700000000000005,0.2764801233504054,0
4.78,1.7289095350687829,0
4.79,1.0486592328372295,0
4.8,0.2143046946290275,0
4.8100000000000005,-0.4349805311526296,0
4.82,-0.9438904232514732,0
4.83,-0.1072354066867349,0
4.84,-0.4091648977336353,0
4.8500000000000005,-0.8392223404688978,0
4.86,-0.5336176477224083,0
4.87,-0.6888143419087944,0
4.88,0.7468528992847373,0
4.89,0.6768532910416879,0
4.9,0.1856451539904341,0
4.91,0.8552528823836034,0
4.92,0.2757754840525216,0
4.93,-0.3689176950150848,0
4.94,0.7397320524740478,0
4.95,0.4928075378621929,0
4.96,-0.4082405901450626,0
4.97,-0.1824529016124093,0
4.98,-0.4908998153368582,0
4.99,-0.8380618747225154,0
5.0,0.3048009713360418,0
5.01,1.1141677775695678,0
5.0200000000000005,-0.4450669346727098,0
5.03,0.2097534565424949,0
5.04,-0.2727908148966536,0
5.05,-0.3063065783689249,0
5.0600000000000005,-0.3707030808554439,0
5.07,-0.5313954499606531,0
5.08,-0.0855819242184838,0
5.09,-0.4424365793615558,0
5.1000000000000005,0.0549293647525778,0
5.11,0.0085311335434677,0
5.12,-0.1035214860193557,0
5.13,-0.487554376674277,0
5.14,-0.4073624173295626,0
5.15,0.3221506545538642,0
5.16,0.3690541492244099,0
5.17,-0.4065169955340569,0
5.18,-0.0268876379973131,0
5.19,0.4153034536624033,0
5.2,-0.763264365473347,0
5.21,0.1205108026603436,0
5.22,-0.3007327287523952,0
5.23,0.2507323432747449,0
5.24,-0.3216860586828843,0
5.25,-1.0194499685164529,0
5.26,-1.0994097504892424,0
5.2700000000000005,-0.2270275369439142,0
5.28,0.1038140408893587,0
5.29,-0.4333258141916291,0
5.3,0.2540842034578892,0
5.3100000000000005,-0.7989126316981208,0
5.32,-0.2124921625843012,0
5.33,-0.6755644335086187,0
5.34,-0.4935078579547836,0
5.3500000000000005,-0.0755850217286161,0
5.36,-0.4545046371943699,0
5.37,-0.2957819504339924,0
5.38,0.4846159840752961,0
5.39,-0.1633445783486002,0
5.4,0.4269575247138462,0
5.41,-0.4720695681915017,0
5.42,0.1869632447521169,0
5.43,0.8373096435922646,0
5.44,-1.0839860048836596,0
5.45,-0.6724054561154384,0
5.46,0.1622172066212782,0
5.47,-0.0445256580251097,0
5.48,0.2096071989886986,0
5.49,-0.2461097037978674,0
5.5,0.0077580631117081,0
5.51,-0.0577492147425138,0
5.5200000000000005,0.6307041376545021,0
5.53,0.3164619611710937,0
5.54,0.2822401548130325,0
5.55,-0.1253981009388886,0
5.5600000000000005,-0.2675946773850614,0
5.57,-0.2737873234885221,0
5.58,0.1651181120569841,0
5.59,-0.1593627687367729,0
5.6000000000000005,0.1380628547432726,0
5.61,1.1633694137509794,0
5.62,0.7784180938393819,0
5.63,0.0446981370510016,0
5.64,0.6746173234639311,0
5.65,-0.0248646392482927,0
5.66,-1.0677522527427006,0
5.67,-0.7799010871012533,0
5.68,-1.1673179655772845,0
5.69,-0.4550614835003302,0
5.7,-0.0799541838262473,0
5.71,0.8968175352125822,0
5.72,0.4223903361471526,0
5.73,0.0130458789552514,0
5.74,0.4691176092014552,0
5.75,-1.0360181204937016,0
5.76,-0.1092801822729375,0
5.7700000000000005,0.4074855247068309,0
5.78,-0.6611937343991081,0
5.79,0.4681663933142288,0
5.8,0.3217197832879558,0
5.8100000000000005,-0.1162671623887222,0
5.82,0.3324115570120881,0
5.83,1.3168679027959085,0
5.84,0.4506496638297129,0
5.8500000000000005,0.269472506674554,0
5.86,-0.1525924564840761,0
5.87,-0.4660135161198053,0
5.88,0.3504277016801395,0
5.89,-0.3434984616628084,0
5.9,-0.0229323139275822,0
5.91,-0.2352303631668886,0
5.92,0.2211795156695826,0
5.93,0.2579365392778277,0
5.94,0.6420068811926181,0
5.95,-0.0860624260586066,0
5.96,-0.1401546220809766,0
5.97,-0.5311445642703301,0
5.98,-0.3442263744902479,0
5.99,0.1400721102205615,0
6.0,0.4633853578195491,0
6.01,-0.3499535987949088,0
6.0200000000000005,0.4009342626477912,0
6.03,0.8475266695656679,0
6.04,0.4574598397440838,0
6.05,1.139275655346646,0
6.0600000000000005,-0.101758926704013,0
6.07,-0.6627287259223335,0
6.08,-1.0873385803789648,0
6.09,0.5504776884601209,0
6.1000000000000005,0.5117495318217968,0
6.11,0.1240352379267996,0
6.12,0.2058418983996066,0
6.13,-0.5221208493471788,0
6.140000000000001,1.1977413352975192,0
6.15,0.3941139437381938,0
6.16,0.1826901201215307,0
6.17,0.4581151357875663,0
6.18,0.3966707267124923,0
6.19,0.2444226606417591,0
6.2,-0.3337797031211784,0
6.21,0.1937399419446457,0
6.22,1.0768319146957637,0
6.23,1.0118853919319353,0
6.24,1.1276344332552135,0
6.25,0.0359446112687497,0
6.26,-0.4916956708909467,0
6.2700000000000005,-0.1635510616625834,0
6.28,0.0151877615115009,0
6.29,0.6129337249315346,0
6.3,-0.7215810800139683,0
6.3100000000000005,0.660667844461586,0
6.32,0.1075871194013304,0
6.33,-0.1738262824185916,0
6.34,-0.5557904422560692,0
6.3500000000000005,-0.9935285088503014,0
6.36,0.2167149387150686,0
6.37,0.119994074876846,0
6.38,-0.6301389476268341,0
6.390000000000001,-0.820356462990092,0
6.4,-0.3570117875766307,0
6.41,0.8264954651365108,0
6.42,0.0953591908463532,0
6.43,-0.7496187190667866,0
6.44,-0.2912123141207495,0
6.45,-0.1909376176467857,0
6.46,-1.4567799743996486,0
6.47,-0.3659262399324646,0
6.48,-0.1872384938154252,0
6.49,0.3512097630873517,0
6.5,1.099742792218025,0
6.51,0.9022185130038706,0
6.5200000000000005,0.1097503405806924,0
6.53,-0.5343968809903318,0
6.54,1.2642761540233405,0
6.55,0.3751167361909306,0
6.5600000000000005,0.1287499407282179,0
6.57,0.0469340630181528,0
6.58,0.1448557755795734,0
6.59,-0.0129867982337744,0
6.6000000000000005,-0.281024550653692,0
6.61,-0.3337193104047489,0
6.62,-0.0730725305912342,0
6.63,-0.2798202964070244,0
6.640000000000001,-0.421688801530012,0
6.65,-0.0208215191495409,0
6.66,-0.1130258058924205,0
6.67,0.8006777690455903,0
6.68,-1.1835192488560031,0
6.69,0.3134731617149129,0
6.7,0.7700807398791772,0
6.71,-0.8834638459671872,0
6.72,-0.3751488408554093,0
6.73,-0.2633411648426785,0
6.74,-0.7870923918748214,0
6.75,-0.5826543893120693,0
6.76,-0.7087098143517071,0
6.7700000000000005,0.7843838176760398,0
6.78,0.7228342409216416,0
6.79,0.8863540469768784,0
6.8,0.6344429492777567,0
6.8100000000000005,-0.4140694094501468,0
6.82,-0.3542221690469666,0
6.83,0.2007153500649615,0
6.84,-0.5719445344735258,0
6.8500000000000005,0.2654543585574997,0
6.86,-0.0328334216178668,0
6.87,-0.1789879100673372,0
6.88,0.362730954958164,0
6.890000000000001,0.3561763005888352,0
6.9,-0.0742344264969256,0
6.91,0.6278150063707583,0
6.92,-0.3897198849743276,0
6.93,0.2596490493668894,0
6.94,0.4098721570155847,0
6.95,-0.033222782438679,0
6.96,0.1945661389279489,0
6.97,-0.5883850230527825,0
6.98,0.3742570928381389,0
6.99,0.0244147490638178,0
7.0,-0.2429064083783298,0
7.01,0.5273070041085222,0
7.0200000000000005,-0.2138208708501532,0
7.03,-0.7740293252978305,0
7.04,-0.9929451232484924,0
7.05,0.1040483310640284,0
7.0600000000000005,-0.6262577375187038,0
7.07,0.8075700626321732,0
7.08,-0.8771224799320687,0
7.09,0.7138687538122843,0
7.1000000000000005,0.3206089469555943,0
7.11,0.0584575244226211,0
7.12,-0.2457249007174987,0
7.13,0.1810130171815034,0
7.140000000000001,0.0551425430132332,0
7.15,0.6313047089639292,0
7.16,0.2486692723069967,0
7.17,0.1722620206392283,0
7.18,-0.1204762102382544,0
7.19,-0.030309148114,0
7.2,0.1865143062029742,0
7.21,-0.8338791390435039,0
7.22,-0.8961679722361895,0
7.23,0.2020711735003647,0
7.24,0.1718493636908313,0
7.25,-0.0246347175102916,0
7.26,0.0340794188940827,0
7.27,0.2240815603530449,0
7.28,-0.2009176105804809,0
7.29,-0.4341602184031467,0
7.3,0.026339110456572,0
7.31,-0.4838076921557877,0
7.32,0.1271233344958081,0
7.33,-0.8441977900628574,0
7.34,0.3677600586071428,0
7.35,0.3744035012990989,0
7.36,0.2607752008463578,0
7.37,0.6193816127081933,0
7.38,1.0726802306163117,0
7.390000000000001,0.8393096545344194,0
7.4,-0.7395103381906541,0
7.41,-0.8352640114956251,0
7.42,-0.5104797698137644,0
7.43,-0.0826106546203942,0
7.44,0.2861746313947946,0
7.45,-0.2837440858806493,0
7.46,0.059760993014229,0
7.47,-0.3560498824185168,0
7.48,-0.3833486172368782,0
7.49,-0.8135743692999023,0
7.5,-0.6636477270125084,0
7.51,-0.8542907774158144,0
7.52,-0.7017780430699732,0
7.53,0.4171790786911258,0
7.54,-0.3697306227796414,0
7.55,1.341007130429484,0
7.56,0.6296052861324288,0
7.57,0.2875181139120841,0
7.58,-0.3535004715447362,0
7.59,0.3163309795411838,0
7.6,-0.1956575538410647,0
7.61,0.0479079246627745,0
7.62,1.407200603788815,0
7.63,0.3325740069933229,0
7.640000000000001,0.7271418141940431,0
7.65,-0.160670290886278,0
7.66,-0.026749058855838,0
7.67,0.9684181924284692,0
7.68,-0.0596450701189174,0
7.69,0.9824544641873472,0
7.7,0.6547301376670436,0
7.71,-0.1035964989784826,0
7.72,0.3431752214528105,0
7.73,0.6360488756774076,0
7.74,0.5225241194793764,0
7.75,-0.6731521046208064,0
7.76,-0.52305674789865,0
7.77,-0.2300785428844421,0
7.78,-0.0646194237464973,0
7.79,0.3469541201935389,0
7.8,0.2139903920178549,0
7.81,-0.6249598813096465,0
7.82,0.078929764019556,0
7.83,0.3776324189573609,0
7.84,0.4252983716114062,0
7.85,0.7147010953396387,0
7.86,0.6556314592390285,0
7.87,0.4413412596715738,0
7.88,0.1059139925154934,0
7.890000000000001,-0.8250567421688995,0
7.9,0.0555481276804663,0
7.91,0.157554063205115,0
7.92,0.2171203699261013,0
7.930000000000001,-0.5924863864645411,0
7.94,-0.6906346499509457,0
7.95,0.4214104537791261,0
7.96,0.1175567584995096,0
7.97,0.4256214761604996,0
7.98,0.1548355784133085,0
7.99,0.0879452663687502,0
8.0,0.5550861581424721,0
8.01,-0.1025692771506139,0
8.02,0.0590570384564424,0
8.03,-0.197861465021638,0
8.040000000000001,-0.2472572836683752,0
8.05,-0.1928262660775559,0
8.06,0.1037610542348776,0
8.07,-0.1952962036079968,0
8.08,0.6536647917865706,0
8.09,-0.2791987441208586,0
8.1,-0.1354800204763716,0
8.11,-0.2341664353356383,0
8.120000000000001,0.7459413447524079,0
8.13,0.3251143931374598,0
8.14,0.6647692956374335,0
8.15,-0.5908833065760792,0
8.16,0.0285708390109384,0
8.17,0.5150208451042535,0
8.18,0.2067331571112086,0
8.19,0.6532883357664482,0
8.2,-0.0779125965113046,0
8.21,0.7653290160928204,0
8.22,1.4498968715191258,0
8.23,0.203610718387642,0
8.24,-0.1519419072995841,0
8.25,0.7704345005223701,0
8.26,1.0682683517251303,0
8.27,0.0231480233399653,0
8.28,-0.1834145964434743,0
8.290000000000001,-0.1613108444371322,0
8.3,-0.7216515629265655,0
8.31,-0.6349436664451313,0
8.32,-0.6587521560476176,0
8.33,-0.5388028636971733,0
8.34,-0.1183668934876574,0
8.35,0.1299809429749465,0
8.36,0.8930767393616279,0
8.370000000000001,-0.27346377768323,0
8.38,0.4907864206240481,0
8.39,0.0437463492732803,0
8.4,0.0196420620417716,0
8.41,0.3993625958071362,0
8.42,-0.4629211249034887,0
8.43,0.1230838956282303,0
8.44,0.1546204414453394,0
8.45,0.3361508321081928,0
8.46,0.2733185504960308,0
8.47,1.411192039941226,0
8.48,0.048547903414585,0
8.49,-0.2352284507439155,0
8.5,-0.3552019820186859,0
8.51,-0.3491219696393411,0
8.52,-0.3911816865920151,0
8.53,0.5709678784378408,0
8.540000000000001,0.934820862886948,0
8.55,-0.0345866884303631,0
8.56,-0.4162145056883342,0
8.57,0.1827227904124798,0
8.58,-0.2126262698718579,0
8.59,0.319713366399904,0
8.6,0.2238436532555326,0
8.61,-0.715334341619559,0
8.620000000000001,0.6811994705285676,0
8.63,1.1626401974914842,0
8.64,0.0003409136117841,0
8.65,-0.1703269077402387,0
8.66,0.1457444266465719,0
8.67,0.2506790582647971,0
8.68,0.4495408737243091,0
8.69,1.219103168111825,0
8.700000000000001,0.2467985679181723,0
8.71,-0.3271281975739907,0
8.72,-0.7799844117195317,0
8.73,-0.5478682566479535,0
8.74,-0.1181943840087217,0
8.75,0.9625707382659948,0
8.76,0.0014906486422814,0
8.77,0.1560819473617131,0
8.78,0.0668491479904801,0
8.790000000000001,0.6861880851257035,0
8.8,1.5538821479806235,0
8.81,0.142458954432778,0
8.82,-0.1882941774062417,0
8.83,0.5457537921972231,0
8.84,0.5363846591726261,0
8.85,1.1543878956292857,0
8.86,0.6364544183511167,0
