time_s,current_nA,label
3.77,5.274684680142145,2
3.7800000000000002,5.399806423002309,2
3.79,5.315562813791546,2
3.8000000000000003,5.311265961834883,2
3.81,5.278537421003507,2
3.8200000000000003,5.220811269400653,2
3.83,5.698967373758777,2
3.84,6.172898524386169,2
3.85,6.048266095810392,2
3.86,6.200280019863695,2
3.87,6.320515017526933,2
3.88,6.398071491061373,2
3.89,6.312692935419943,2
3.9,6.269383470184467,2
3.91,6.204285451590395,2
3.92,5.78027031492613,2
3.93,5.583738154201254,2
3.94,5.086277673885055,2
3.95,5.140972400189369,2
3.96,5.14903856773413,2
3.97,5.232272603001103,2
3.98,4.889525373744296,2
3.99,5.0738397741848305,2
4.0,5.0999923856116,2
4.01,5.622653401167799,2
4.0200000000000005,5.688764910643048,2
4.03,5.35052297000899,2
4.04,4.8329041932859065,2
4.05,4.811423894075789,2
4.0600000000000005,4.438673679890986,2
4.07,4.186697061350165,2
4.08,3.8943446075798436,2
4.09,3.740260266200133,2
4.1,4.178818314745322,2
4.11,3.886860959562387,2
4.12,3.777849005312212,2
4.13,3.394745861844098,2
4.14,2.9717977963160376,2
4.15,2.9954505242460407,2
4.16,3.1546916988269937,2
4.17,2.9132944315219524,2
4.18,2.5914659519711676,2
4.19,2.202117681362067,2
4.2,2.4231128002232327,2
4.21,2.8456965543333514,2
4.22,2.556451103465343,2
4.23,2.517278477320907,2
4.24,2.9721895809046175,2
4.25,3.014465970075172,2
4.26,3.08457699854412,2
4.2700000000000005,3.2838706401767,2
4.28,3.2299214587668126,2
4.29,3.0865838332411353,2
4.3,3.2650032632265953,2
4.3100000000000005,2.9471542067798757,2
4.32,2.5956525500048353,2
4.33,2.540011733172526,2
4.34,2.8877564971958485,2
4.3500000000000005,3.3283404252760462,2
4.36,3.2609518167658247,2
4.37,3.5701017018517116,2
4.38,4.0045674441116255,2
4.39,4.014807164224399,2
4.4,4.193643555088063,2
4.41,4.703129185515057,2
4.42,4.433129475030495,2
4.43,4.321356661570238,2
4.44,4.742691079429514,2
4.45,4.402028667420165,2
4.46,4.405889021052497,2
4.47,4.187289354808489,2
4.48,4.554936908891455,2
4.49,4.163756128333001,2
4.5,4.128356746069267,2
4.51,3.818887013156016,2
4.5200000000000005,3.421480814854662,2
4.53,2.941546140885948,2
4.54,3.000736213770364,2
4.55,3.2376946768410058,2
4.5600000000000005,3.3191159273858646,2
4.57,3.453675538917315,2
4.58,3.385229267728963,2
4.59,3.7256087968685345,2
4.6000000000000005,3.9592540329309207,2
4.61,3.998893818693917,2
4.62,4.057210188834272,2
4.63,3.919521259441135,2
4.64,4.4787639423862355,2
4.65,4.659876265942131,2
4.66,4.564759891290181,2
4.67,4.459374126686551,2
4.68,4.30302238340413,2
4.69,4.188098245687431,2
4.7,4.239100299857322,2
4.71,3.7316418623263723,2
4.72,3.687898490142678,2
4.73,3.6819656510751657,2
4.74,3.7114142407382746,2
4.75,3.7897454280160616,2
4.76,3.8198037085320626,2
4.7700000000000005,3.952599565552297,2
4.78,3.9190994632238847,2
4.79,4.207118970691809,2
4.8,4.372789342917947,2
4.8100000000000005,4.971848501557811,2
4.82,5.073486556495346,2
4.83,4.755011413884883,2
4.84,4.635088792578396,2
4.8500000000000005,4.4278452944041575,2
4.86,4.387317574791515,2
4.87,4.659641665898028,2
4.88,4.501921321097193,2
4.89,4.290652975827211,2
4.9,4.407866561091575,2
4.91,4.13609320781853,2
4.92,3.8747624425877993,2
4.93,3.9955104486055593,2
4.94,3.488361989059953,2
4.95,3.402756946534275,2
4.96,3.70496415614031,2
4.97,3.214956484634789,2
4.98,2.7945598680235575,2
4.99,2.508814654822763,2
5.0,1.884114671439125,2
5.01,2.6330825966744755,2
5.0200000000000005,2.8039109543881597,2
5.03,2.7335607331746044,2
5.04,2.4946671076227425,2
5.05,3.2688669255046836,2
5.0600000000000005,3.5275657234857647,2
5.07,3.538433595607507,2
5.08,3.930114690247176,2
5.09,4.047249989446234,2
5.1000000000000005,3.9002999036713395,2
5.11,3.7384560559064237,2
5.12,3.5973335912991247,2
5.13,3.349732040933147,2
5.14,3.7296997630997573,2
5.15,3.6099709561857316,2
5.16,4.032369552169434,2
5.17,3.7943422291706193,2
5.18,3.645188627317287,2
5.19,3.552487891617676,2
5.2,3.3425051962491295,2
5.21,3.242103065067909,2
5.22,3.473886537234176,2
5.23,3.867056659651844,2
5.24,3.965084840412865,2
5.25,3.631222191576713,2
5.26,3.498243778973943,2
5.2700000000000005,3.3844798377501033,2
5.28,3.9278334887488087,2
5.29,4.214285976179365,2
5.3,4.536877802294768,2
5.3100000000000005,4.282323991541281,2
5.32,3.893286186193878,2
5.33,4.066411661585272,2
5.34,3.9293792372433733,2
5.3500000000000005,4.019055860332195,2
5.36,4.134014239586302,2
5.37,4.008666227688702,2
5.38,4.292292758632064,2
5.39,3.8492907665258045,2
5.4,3.895356820532108,2
5.41,4.098056689119852,2
5.42,4.570551481362163,2
5.43,4.551693086237471,2
5.44,4.852789100602807,2
5.45,5.105169716188918,2
5.46,5.656735053137371,2
5.47,5.58278479067061,2
5.48,6.005918782498688,2
5.49,6.034841385746005,2
5.5,5.3966924295987,2
5.51,5.265164707506114,2
5.5200000000000005,4.878963121083252,2
5.53,5.224632038221609,2
5.54,5.149931628733702,2
5.55,4.661071079743648,2
5.5600000000000005,4.845078181346529,2
5.57,5.1350029680987905,2
5.58,4.907272109133329,2
5.59,4.689885731780963,2
5.6000000000000005,4.678035429454953,2
5.61,4.097214899269157,2
5.62,4.288577141948094,2
5.63,4.73891610794673,2
5.64,4.480664516191837,2
5.65,4.954789127522437,2
5.66,5.141172329957189,2
5.67,5.005232330316427,2
5.68,5.0845761210922555,2
5.69,5.428789110560685,2
5.7,5.326091312167926,2
5.71,5.3047088029222875,2
5.72,5.022522043638505,2
5.73,4.886305438792295,2
5.74,4.996231485995763,2
5.75,4.845509742651978,2
5.76,4.618320536796058,2
5.7700000000000005,4.882595690691228,2
5.78,4.931043066187991,2
5.79,4.701909069255577,2
5.8,5.128337079694347,2
5.8100000000000005,5.614351057571751,2
5.82,5.740381039237381,2
5.83,5.227862742661686,2
5.84,5.220401116439104,2
5.8500000000000005,5.2651339105368775,2
5.86,4.6895554498268615,2
5.87,4.958347200786989,2
5.88,4.921773433457398,2
5.89,5.147653354412511,2
5.9,4.946321252765775,2
5.91,4.988882614864059,2
5.92,5.040699543507977,2
5.93,4.990061864374676,2
5.94,5.030278537006328,2
5.95,4.8884041105463725,2
5.96,4.46437527787038,2
5.97,3.8394697075048025,2
5.98,3.680610166450423,2
5.99,3.9366091218111077,2
6.0,3.648614426418959,2
6.01,3.9843092584241084,2
6.0200000000000005,4.380040830402759,2
6.03,4.475971307158163,2
6.04,4.381354134532387,2
6.05,4.633547702373949,2
6.0600000000000005,4.898009068428022,2
6.07,4.744428936856157,2
6.08,4.6940158836818044,2
6.09,4.394127707029763,2
6.1000000000000005,4.435803713742715,2
6.11,3.806595562085957,2
6.12,3.743052173237742,2
6.13,3.52700374870477,2
6.140000000000001,3.5493469303065392,2
6.15,3.3691080679197274,2
6.16,2.8901678704095595,2
6.17,2.81588531032736,2
6.18,2.7995251615114567,2
6.19,3.2213825094339312,2
6.2,3.11760996925633,2
6.21,2.9657211353137227,2
6.22,2.7314520384843557,2
6.23,3.182023558558225,2
6.24,3.2006342890567776,2
6.25,3.357728993317351,2
6.26,2.984557705244263,2
6.2700000000000005,2.5889052482730746,2
6.28,2.4744876885198224,2
6.29,3.0869443314559057,2
6.3,2.8690231109140947,2
6.3100000000000005,2.804724069534416,2
6.32,2.927910157448405,2
6.33,2.857994240682809,2
6.34,3.107757242941566,2
6.3500000000000005,2.9615134503840124,2
6.36,2.7534141801401204,2
6.37,3.6481102462254693,2
6.38,3.417888333811515,2
6.390000000000001,3.7013915023563135,2
6.4,3.4642896582972216,2
6.41,3.081266586799751,2
6.42,3.1475669983477625,2
6.43,2.852893853628485,2
6.44,2.8562152068743214,2
6.45,2.745108021290687,2
6.46,3.225282261709846,2
6.47,2.8658789230695976,2
6.48,3.1707888195827345,2
6.49,3.334488604249651,2
6.5,3.336133652932763,2
6.51,3.187713278560237,2
6.5200000000000005,3.3177528806361423,2
6.53,3.4498077254434207,2
6.54,3.6163869159735866,2
6.55,3.5784948119226865,2
6.5600000000000005,3.2962277820179526,2
6.57,3.6154988940232538,2
6.58,3.652973602884461,2
6.59,3.514029385954282,2
6.6000000000000005,3.2788451319967624,2
6.61,3.612321866352772,2
6.62,4.043317700389676,2
6.63,4.201995725015896,2
6.640000000000001,4.363820234305727,2
6.65,4.6596079075897014,2
6.66,4.491122374197419,2
6.67,5.046661633123441,2
6.68,4.641789335852454,2
6.69,4.508658398478028,2
6.7,4.23918839482216,2
6.71,4.233285914877146,2
6.72,4.700374004459237,2
6.73,4.562789648784836,2
6.74,4.625957622219103,2
6.75,3.739402300001978,2
6.76,3.8866389667189054,2
6.7700000000000005,4.1808703492789885,2
6.78,4.197616116174909,2
6.79,3.8757415277824148,2
6.8,3.5480415085808223,2
6.8100000000000005,3.436120941148424,2
6.82,3.150010447788743,2
6.83,3.681533807035051,2
6.84,3.845836615016878,2
6.8500000000000005,4.270572429709835,2
6.86,4.1616046118798256,2
6.87,3.9288359867983247,2
6.88,3.7367927392174844,2
6.890000000000001,3.6321580122399886,2
6.9,3.528879638060949,2
6.91,3.9221600162392813,2
6.92,4.188805978438016,2
6.93,4.24667270396886,2
6.94,3.751754701689253,2
6.95,3.860176852044123,2
6.96,3.7861016679933823,2
6.97,4.205917887275364,2
6.98,4.43902742709373,2
6.99,4.4354034478716535,2
7.0,3.7975266491605435,2
7.01,3.779214246439907,2
7.0200000000000005,3.6161930296956326,2
7.03,3.769418346203849,2
7.04,3.4688808337522596,2
7.05,3.5963218334677114,2
7.0600000000000005,3.008221097921586,2
7.07,2.7148145546440565,2
7.08,2.5940451722542583,2
7.09,2.579891537444779,2
7.1000000000000005,2.8320933038846174,2
7.11,2.47996074034384,2
7.12,2.450301323873612,2
7.13,2.4308147238110833,2
7.140000000000001,2.782662887089964,2
7.15,2.8500754764739327,2
7.16,2.6909826688810377,2
7.17,2.5162212239759594,2
7.18,2.507981306451084,2
7.19,2.190139813511209,2
7.2,2.8317824893237153,2
7.21,2.94736937299004,2
7.22,2.793798290118823,2
7.23,2.615658596669979,2
7.24,2.4120252336532886,2
7.25,2.675988034446597,2
7.26,2.3399404921646068,2
7.2700000000000005,2.455516632684317,2
7.28,2.7724891805409237,2
7.29,2.7292216265346907,2
7.3,2.5696076216930046,2
7.3100000000000005,2.9499906253422816,2
7.32,2.7342824689123355,2
7.33,2.7821771977037573,2
7.34,2.936604657107923,2
7.3500000000000005,2.8717770764874513,2
7.36,2.645062885183748,2
7.37,2.622314922190182,2
7.38,2.856507381867507,2
7.390000000000001,2.7644374243942336,2
7.4,3.0168974310753716,2
7.41,3.0428943252186773,2
7.42,2.9671745848087454,2
7.43,2.864925090783705,2
7.44,3.0441834058020953,2
7.45,3.4590611001973666,2
7.46,3.547677097726595,2
7.47,3.31956643793875,2
7.48,3.6973364289233426,2
7.49,3.476790650693157,2
7.5,4.0189637598645565,2
7.51,3.971492456772383,2
7.5200000000000005,3.7254625335148948,2
7.53,3.911226926020948,2
7.54,3.8318659974093916,2
7.55,3.9741523590475594,2
7.5600000000000005,4.002804199871165,2
7.57,3.611764127945634,2
7.58,3.6307338407130256,2
7.59,3.809723718204207,2
7.6000000000000005,3.8606296330646006,2
7.61,4.230381945101732,2
7.62,4.295707679308976,2
7.63,4.197598122970716,2
7.640000000000001,4.2374093048490975,2
7.65,4.0741456765433846,2
7.66,4.168869579650058,2
7.67,4.253731333289662,2
7.68,3.8773818213665665,2
7.69,4.108542238614483,2
7.7,4.730493297790773,2
7.71,4.812141013041154,2
7.72,4.155758343758944,2
7.73,4.019262227744968,2
7.74,3.654843457343745,2
7.75,3.6066846575289944,2
7.76,3.840363980919681,2
7.7700000000000005,3.6528186011191583,2
7.78,4.221526823064151,2
7.79,3.383183271084734,2
7.8,3.3745692891914407,2
7.8100000000000005,3.5445692610931263,2
7.82,3.2446100427794513,2
7.83,3.0119352673203688,2
7.84,3.325019598464594,2
7.8500000000000005,3.9388877830512663,2
7.86,4.52469818893699,2
7.87,4.374031363535512,2
7.88,4.719499031849881,2
7.890000000000001,4.628062062481037,2
7.9,4.824982492837304,2
7.91,4.6828022248303505,2
7.92,4.29303362006606,2
7.930000000000001,4.717573338453393,2
7.94,5.173519610014474,2
7.95,4.936945860312204,2
7.96,5.108624675822491,2
7.97,4.956677490839626,2
7.98,5.478923493890888,2
7.99,4.908047452171774,2
8.0,4.766728866780744,2
8.01,4.280006924735096,2
8.02,3.8024529508884557,2
8.03,3.7893720259581776,2
8.040000000000001,3.682815290019158,2
8.05,3.4280006177683746,2
8.06,3.7224010046252483,2
8.07,4.118133378640155,2
8.08,4.2516302918616615,2
8.09,3.6947272338840986,2
8.1,3.8214435205320223,2
8.11,3.9327200966554745,2
8.120000000000001,3.7008158579599266,2
8.13,3.8287250623802254,2
8.14,3.7022146023345153,2
8.15,3.4995683129677757,2
8.16,3.214513706909373,2
8.17,3.5294550796805315,2
8.18,3.9429749973151105,2
8.19,3.9086368268708025,2
8.2,4.196771928961114,2
8.21,4.60958863395034,2
8.22,4.585832726645444,2
8.23,4.505317045683901,2
8.24,4.587844735984505,2
8.25,4.291701660082291,2
8.26,4.417479595979675,2
8.27,4.418541291383337,2
8.28,4.006462983013504,2
8.290000000000001,3.638908797725475,2
8.3,3.3958537468833425,2
8.31,3.6015157822846233,2
8.32,3.5457844731777306,2
8.33,3.584113515206157,2
8.34,4.012819224076207,2
8.35,4.136999515209731,2
8.36,3.941257870608529,2
8.370000000000001,3.66745958172168,2
8.38,3.787158758053238,2
8.39,3.5333114023210648,2
8.4,3.934998674778409,2
8.41,4.011133406209993,2
8.42,4.0466184940528365,2
8.43,3.7713885898695736,2
8.44,3.9697351001855363,2
8.45,4.2924821979545795,2
8.46,4.224624526256419,2
8.47,4.4651549732785565,2
8.48,4.303937998547796,2
8.49,4.255898503970538,2
8.5,4.821341144594188,2
8.51,4.633956131846631,2
8.52,4.7234686185971535,2
8.53,4.540880008427308,2
8.540000000000001,4.566248596315311,2
8.55,4.706856558762929,2
8.56,4.380940417620325,2
8.57,4.143046957497541,2
8.58,4.289578410726903,2
8.59,4.30641440741794,2
8.6,4.607968436288768,2
8.61,4.623647372109278,2
8.620000000000001,5.088321504878614,2
8.63,5.176917825039958,2
8.64,5.591501284030631,2
8.65,5.9110405850148835,2
8.66,5.538038893976479,2
8.67,5.803672802117505,2
8.68,5.889710667116021,2
8.69,5.9473230817668625,2
8.700000000000001,6.088337830211064,2
8.71,5.791904576665034,2
8.72,5.705776712058789,2
8.73,5.4160461165767195,2
8.74,5.928886265426034,2
8.75,5.522694006904239,2
8.76,5.008206551857838,2
8.77,4.675754859153153,2
8.78,4.592596394976758,2
8.790000000000001,4.515825992026004,2
8.8,4.716449172571328,2
8.81,4.653585913161203,2
8.82,4.448038051283605,2
8.83,4.540064065608381,2
8.84,4.816088243510849,2
8.85,4.793165463339143,2
8.86,4.959963371629208,2
8.870000000000001,4.8875913586850706,2
8.88,4.725216530566416,2
8.89,4.850556836912872,2
8.9,4.8302788952179965,2
8.91,5.031831686607235,2
8.92,5.3656027046127415,2
8.93,5.196933959703394,2
8.94,5.26052635310594,2
8.950000000000001,5.437072745701961,2
8.96,5.4096153275714425,2
8.97,5.413189552645001,2
8.98,5.312497754955442,2
8.99,5.253616662309563,2
9.0,5.276114957324843,2
9.01,4.976300429880723,2
9.02,4.397468599580941,2
9.03,4.332870082336918,2
9.040000000000001,4.251656691598179,2
9.05,4.685513439943865,2
9.06,4.700877089735201,2
9.07,4.79002670664855,2
9.08,4.5944174686180945,2
9.09,4.366148068918129,2
9.1,4.093055935160824,2
9.11,3.7266967119867487,2
9.120000000000001,3.959845158848351,2
9.13,4.050737855870713,2
9.14,4.464214142158951,2
9.15,4.573543255162499,2
9.16,4.585002556455642,2
9.17,3.965123132088078,2
9.18,4.5092892459342755,2
9.19,4.469456645418141,2
9.200000000000001,3.8321076216503127,2
9.21,3.912868221895457,2
9.22,3.6918302234275435,2
9.23,3.4827817206108946,2
9.24,3.610011475111644,2
9.25,3.482562613296543,2
9.26,3.8251964687419417,2
9.27,3.80996285645696,2
9.28,3.9422700934541646,2
9.290000000000001,4.10857377328025,2
9.3,4.169068346320616,2
9.31,4.212885343459995,2
9.32,4.2317254727158,2
9.33,4.631704869097302,2
